Iteration,X1,X2,X3,X4,X5,X6,X7,X8,X9,F1,F2,F3,F4,F5,F6,F7,F8,F9,Y,Fitness,Nc
57,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9072,1.0,-0.015,-0.024,-0.0417,0.071,0.1207,0.2054,0.3494,0.5944,1.0113,0.3074,0.2006,4
58,1.0,1.0,1.0,1.0,1.0,1.0,0.6528,0.6005,1.0,-0.0192,-0.0253,-0.0381,0.071,0.1207,0.2054,0.3494,0.5944,1.0113,0.2984,0.2006,4
59,1.0,1.0,1.0,1.0,0.5,0.682,1.0,0.5,1.0,-0.0236,-0.0292,-0.0568,0.0787,0.1055,0.2054,0.3494,0.5944,1.0113,0.2499,0.2046,4
60,0.5,0.5,0.5,1.0,0.5,0.5,1.0,1.0,0.5,-0.0442,-0.0625,-0.0884,0.125,0.1768,0.25,0.3536,0.5,0.7071,0.1461,0.169,1
61,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,-0.0173,-0.0295,-0.0502,0.062,0.1207,0.2054,0.3494,0.5944,1.0113,0.2834,0.2184,4
62,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9635,1.0,-0.0147,-0.0243,-0.0417,0.071,0.1207,0.2054,0.3494,0.5944,1.0113,0.3076,0.2006,4
64,1.0,1.0,1.0,1.0,0.5,0.5,1.0,1.0,1.0,-0.0209,-0.0355,-0.0604,0.0746,0.1055,0.2054,0.3494,0.5944,1.0113,0.2419,0.2112,4
65,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.7765,1.0,-0.0157,-0.0232,-0.0417,0.071,0.1207,0.2054,0.3494,0.5944,1.0113,0.3069,0.2006,4
66,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5794,1.0,-0.0169,-0.022,-0.0417,0.071,0.1207,0.2054,0.3494,0.5944,1.0113,0.3066,0.2006,4
67,1.0,1.0,1.0,1.0,1.0,1.0,0.9341,0.5,1.0,-0.0179,-0.0221,-0.041,0.071,0.1207,0.2054,0.3494,0.5944,1.0113,0.3047,0.2006,4
70,1.0,1.0,1.0,1.0,1.0,0.7231,1.0,1.0,1.0,-0.0161,-0.0274,-0.0466,0.0661,0.1207,0.2054,0.3494,0.5944,1.0113,0.2934,0.2101,4
71,1.0,1.0,1.0,1.0,1.0,0.5,1.0,0.5,1.0,-0.0209,-0.0258,-0.0502,0.062,0.1207,0.2054,0.3494,0.5944,1.0113,0.2819,0.2184,4
72,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.7258,1.0,-0.016,-0.0229,-0.0417,0.071,0.1207,0.2054,0.3494,0.5944,1.0113,0.3068,0.2006,4
74,1.0,1.0,1.0,1.0,1.0,1.0,0.7875,1.0,1.0,-0.0157,-0.0267,-0.0396,0.071,0.1207,0.2054,0.3494,0.5944,1.0113,0.3027,0.2006,4
75,1.0,1.0,1.0,1.0,1.0,1.0,0.5,0.7047,1.0,-0.0195,-0.0273,-0.0365,0.071,0.1207,0.2054,0.3494,0.5944,1.0113,0.2957,0.2006,4
77,1.0,1.0,1.0,1.0,0.9808,1.0,1.0,1.0,1.0,-0.0145,-0.0247,-0.0421,0.0716,0.1202,0.2054,0.3494,0.5944,1.0113,0.3062,0.2,4
78,1.0,0.9066,1.0,1.0,1.0,1.0,1.0,0.5,1.0,-0.018,-0.0222,-0.0433,0.0737,0.1254,0.2133,0.3628,0.582,1.0113,0.2903,0.1847,4
79,1.0,1.0,0.5,0.5,0.5,0.5,1.0,0.5,0.5,-0.0442,-0.0625,-0.0884,0.125,0.1768,0.25,0.3536,0.5,0.7071,0.1461,0.169,1
81,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.8533,1.0,-0.0153,-0.0236,-0.0417,0.071,0.1207,0.2054,0.3494,0.5944,1.0113,0.3072,0.2006,4
89,1.0,1.0,1.0,1.0,1.0,0.6164,1.0,0.7428,1.0,-0.0185,-0.0266,-0.0482,0.0643,0.1207,0.2054,0.3494,0.5944,1.0113,0.2876,0.2137,4
94,1.0,1.0,1.0,1.0,1.0,1.0,0.9831,1.0,1.0,-0.0145,-0.0247,-0.0415,0.071,0.1207,0.2054,0.3494,0.5944,1.0113,0.3073,0.2006,4
